image1,image2,id
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101036Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101036Final_reg.nii.gz,37
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101037Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101037Final_reg.nii.gz,38
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101038Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101038Final_reg.nii.gz,39
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101039Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101039Final_reg.nii.gz,40
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101040Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101040Final_reg.nii.gz,41
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101041Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101041Final_reg.nii.gz,42
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101042Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101042Final_reg.nii.gz,43
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101043Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101043Final_reg.nii.gz,44
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101044Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101044Final_reg.nii.gz,45
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101045Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101045Final_reg.nii.gz,46
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101046Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101046Final_reg.nii.gz,47
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101047Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101047Final_reg.nii.gz,48
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101048Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101048Final_reg.nii.gz,49
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101049Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101049Final_reg.nii.gz,50
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101051Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101051Final_reg.nii.gz,51
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101052Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101052Final_reg.nii.gz,52
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101055Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101055Final_reg.nii.gz,53
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101057Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101057Final_reg.nii.gz,54
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101060Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/101060Final_reg.nii.gz,55
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/106009Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/106009Final_reg.nii.gz,56
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/106010Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/106010Final_reg.nii.gz,57
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/106016Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/106016Final_reg.nii.gz,58
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/106017Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/106017Final_reg.nii.gz,59
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/106019Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/106019Final_reg.nii.gz,60
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/109003Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/109003Final_reg.nii.gz,61
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/131003Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/131003Final_reg.nii.gz,62
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/131011Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/131011Final_reg.nii.gz,63
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/131016Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/131016Final_reg.nii.gz,64
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/135003Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/135003Final_reg.nii.gz,65
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/139005Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/139005Final_reg.nii.gz,66
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/401004Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/401004Final_reg.nii.gz,67
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/401005Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/401005Final_reg.nii.gz,68
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/402006Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/402006Final_reg.nii.gz,69
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/403003Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/403003Final_reg.nii.gz,70
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701001Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701001Final_reg.nii.gz,71
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701002Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701002Final_reg.nii.gz,72
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701003Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701003Final_reg.nii.gz,73
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701004Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701004Final_reg.nii.gz,74
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701005Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701005Final_reg.nii.gz,75
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701006Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701006Final_reg.nii.gz,76
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701007Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701007Final_reg.nii.gz,77
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701008Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701008Final_reg.nii.gz,78
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701011Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701011Final_reg.nii.gz,79
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701013Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/701013Final_reg.nii.gz,80
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/702001Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/702001Final_reg.nii.gz,81
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/702003Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/702003Final_reg.nii.gz,82
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/702004Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/702004Final_reg.nii.gz,83
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/702005Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/702005Final_reg.nii.gz,84
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/702007Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/702007Final_reg.nii.gz,85
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/702008Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/702008Final_reg.nii.gz,86
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/703001Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/703001Final_reg.nii.gz,87
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/703002Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/703002Final_reg.nii.gz,88
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/703003Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/703003Final_reg.nii.gz,89
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/703004Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/703004Final_reg.nii.gz,90
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/703005Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/703005Final_reg.nii.gz,91
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/704001Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/704001Final_reg.nii.gz,92
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/704002Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/704002Final_reg.nii.gz,93
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/704003Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/704003Final_reg.nii.gz,94
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/704004Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/704004Final_reg.nii.gz,95
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/704006Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/704006Final_reg.nii.gz,96
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/705001Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/705001Final_reg.nii.gz,97
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/705002Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/705002Final_reg.nii.gz,98
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/705004Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/705004Final_reg.nii.gz,99
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/705005Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/705005Final_reg.nii.gz,100
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/705006Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/705006Final_reg.nii.gz,101
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706001Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706001Final_reg.nii.gz,102
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706002Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706002Final_reg.nii.gz,103
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706003Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706003Final_reg.nii.gz,104
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706004Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706004Final_reg.nii.gz,105
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706005Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706005Final_reg.nii.gz,106
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706006Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706006Final_reg.nii.gz,107
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706007Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706007Final_reg.nii.gz,108
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706008Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706008Final_reg.nii.gz,109
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706009Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706009Final_reg.nii.gz,110
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706011Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706011Final_reg.nii.gz,111
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706012Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706012Final_reg.nii.gz,112
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706014Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706014Final_reg.nii.gz,113
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706015Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/706015Final_reg.nii.gz,114
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/707002Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/707002Final_reg.nii.gz,115
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/707003Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/707003Final_reg.nii.gz,116
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/707006Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/707006Final_reg.nii.gz,117
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/708003Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/708003Final_reg.nii.gz,118
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/708004Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/708004Final_reg.nii.gz,119
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/708005Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/708005Final_reg.nii.gz,120
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/708006Pre_target_Final.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Final/708006Final_reg.nii.gz,121
