image1,image2,id
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101022Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101022Post_reg.nii.gz,26
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101023Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101023Post_reg.nii.gz,27
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101024Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101024Post_reg.nii.gz,28
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101027Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101027Post_reg.nii.gz,29
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101028Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101028Post_reg.nii.gz,30
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101030Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101030Post_reg.nii.gz,31
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101031Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101031Post_reg.nii.gz,32
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101032Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101032Post_reg.nii.gz,33
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101033Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101033Post_reg.nii.gz,34
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101034Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101034Post_reg.nii.gz,35
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101035Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101035Post_reg.nii.gz,36
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101036Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101036Post_reg.nii.gz,37
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101037Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101037Post_reg.nii.gz,38
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101038Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101038Post_reg.nii.gz,39
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101039Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101039Post_reg.nii.gz,40
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101040Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101040Post_reg.nii.gz,41
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101041Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101041Post_reg.nii.gz,42
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101042Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101042Post_reg.nii.gz,43
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101043Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101043Post_reg.nii.gz,44
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101044Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101044Post_reg.nii.gz,45
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101045Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101045Post_reg.nii.gz,46
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101046Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101046Post_reg.nii.gz,47
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101047Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101047Post_reg.nii.gz,48
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101048Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101048Post_reg.nii.gz,49
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101049Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101049Post_reg.nii.gz,50
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101051Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101051Post_reg.nii.gz,51
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101052Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101052Post_reg.nii.gz,52
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101055Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101055Post_reg.nii.gz,53
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101057Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101057Post_reg.nii.gz,54
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101060Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/101060Post_reg.nii.gz,55
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/106009Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/106009Post_reg.nii.gz,56
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/106010Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/106010Post_reg.nii.gz,57
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/106016Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/106016Post_reg.nii.gz,58
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/106017Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/106017Post_reg.nii.gz,59
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/106019Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/106019Post_reg.nii.gz,60
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/109003Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/109003Post_reg.nii.gz,61
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/131003Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/131003Post_reg.nii.gz,62
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/131011Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/131011Post_reg.nii.gz,63
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/131016Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/131016Post_reg.nii.gz,64
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/135003Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/135003Post_reg.nii.gz,65
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/139005Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/139005Post_reg.nii.gz,66
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/401004Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/401004Post_reg.nii.gz,67
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/401005Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/401005Post_reg.nii.gz,68
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/402006Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/402006Post_reg.nii.gz,69
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/403003Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/403003Post_reg.nii.gz,70
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701001Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701001Post_reg.nii.gz,71
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701002Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701002Post_reg.nii.gz,72
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701003Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701003Post_reg.nii.gz,73
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701004Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701004Post_reg.nii.gz,74
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701005Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701005Post_reg.nii.gz,75
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701006Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701006Post_reg.nii.gz,76
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701007Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701007Post_reg.nii.gz,77
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701008Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701008Post_reg.nii.gz,78
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701011Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701011Post_reg.nii.gz,79
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701013Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/701013Post_reg.nii.gz,80
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/702001Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/702001Post_reg.nii.gz,81
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/702003Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/702003Post_reg.nii.gz,82
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/702004Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/702004Post_reg.nii.gz,83
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/702005Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/702005Post_reg.nii.gz,84
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/702007Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/702007Post_reg.nii.gz,85
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/702008Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/702008Post_reg.nii.gz,86
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/703001Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/703001Post_reg.nii.gz,87
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/703003Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/703003Post_reg.nii.gz,88
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/703004Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/703004Post_reg.nii.gz,89
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/703005Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/703005Post_reg.nii.gz,90
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/704001Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/704001Post_reg.nii.gz,91
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/704002Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/704002Post_reg.nii.gz,92
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/704003Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/704003Post_reg.nii.gz,93
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/704004Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/704004Post_reg.nii.gz,94
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/704006Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/704006Post_reg.nii.gz,95
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/705001Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/705001Post_reg.nii.gz,96
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/705002Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/705002Post_reg.nii.gz,97
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/705004Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/705004Post_reg.nii.gz,98
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/705005Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/705005Post_reg.nii.gz,99
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/705006Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/705006Post_reg.nii.gz,100
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706001Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706001Post_reg.nii.gz,101
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706002Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706002Post_reg.nii.gz,102
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706003Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706003Post_reg.nii.gz,103
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706004Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706004Post_reg.nii.gz,104
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706005Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706005Post_reg.nii.gz,105
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706006Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706006Post_reg.nii.gz,106
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706007Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706007Post_reg.nii.gz,107
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706008Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706008Post_reg.nii.gz,108
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706009Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706009Post_reg.nii.gz,109
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706011Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706011Post_reg.nii.gz,110
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706012Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706012Post_reg.nii.gz,111
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706014Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706014Post_reg.nii.gz,112
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706015Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/706015Post_reg.nii.gz,113
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/707002Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/707002Post_reg.nii.gz,114
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/707003Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/707003Post_reg.nii.gz,115
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/707006Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/707006Post_reg.nii.gz,116
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/708003Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/708003Post_reg.nii.gz,117
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/708004Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/708004Post_reg.nii.gz,118
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/708005Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/708005Post_reg.nii.gz,119
/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/708006Pre_target_Post.nii.gz,/home/gridsan/nchutisilp/datasets/Mariia/Pre_Post/708006Post_reg.nii.gz,120
